2021

125.5, 236, 236
132.5, 238, 238
12.5, 238, 1836
6, 239, 766
12.5, 239, 1000
134, 240, 240
8, 240, 1364
21.5, 241, 672
143, 242, 242
23.5, 242, 926
19, 242, 1038
17, 243, 938
15.5, 243, 1444
17, 244, 74
122, 244, 244
165, 246, 246
23.5, 246, 1580
24.5, 246, 1730
16.5, 246, 1922
13.5, 247, 678
11.5, 247, 744
173, 248, 248
10.5, 248, 1522
21.5, 248, 1666
20, 249, 824
4, 249, 1564
15, 250, 32
140.5, 250, 250
10.5, 250, 730
3.5, 250, 852
109, 252, 252
16, 253, 82
22, 253, 900
17.5, 253, 1224
2, 253, 1782
148.5, 254, 254
19, 254, 1612
11.5, 254, 1628
20, 256, 116
145.5, 256, 256
16, 256, 790
5, 256, 1188
19, 257, 98
22, 257, 216
111.5, 258, 258
6, 258, 974
3, 259, 84
16, 259, 334
145.5, 260, 260
9, 260, 880
11, 260, 1492
3.5, 261, 880
9, 261, 1970
116, 262, 262
3.5, 262, 1280
4.5, 263, 260
133, 264, 264
10, 264, 386
22.5, 264, 610
14, 265, 540
11, 265, 1202
20, 265, 1532
16.5, 266, 48
117, 266, 266
16.5, 267, 1374
16.5, 268, 102
143.5, 268, 268
16, 268, 984
12.5, 269, 924
6, 269, 1508
108, 270, 270
8, 271, 186
7, 271, 1714
7.5, 272, 264
156.5, 272, 272
11.5, 273, 1970
146, 274, 274
20, 274, 362
2, 274, 814
20.5, 275, 26
6.5, 275, 76
9, 275, 150
19.5, 275, 318
115.5, 276, 276
133, 278, 278
7.5, 278, 510
7.5, 279, 904
133, 280, 280
22, 280, 1370
9, 282, 218
155.5, 282, 282
6, 282, 666
15.5, 282, 1096
20.5, 283, 1326
137, 284, 284
10.5, 284, 1096
15, 284, 1816
14, 285, 146
5, 285, 888
153, 286, 286
11.5, 286, 1994
19.5, 287, 424
14.5, 287, 1720
135.5, 288, 288
2.5, 288, 1100
10.5, 288, 1692
3.5, 289, 790
11.5, 290, 230
171, 290, 290
20.5, 290, 832
6, 291, 1048
18.5, 291, 1170
114.5, 292, 292
124, 294, 294
23.5, 294, 1492
15, 295, 694
2, 296, 192
125.5, 296, 296
6.5, 296, 372
16.5, 296, 1584
1, 297, 1084
116.5, 298, 298
1.5, 298, 812
22.5, 299, 142
6.5, 299, 1106
124, 300, 300
18, 301, 112
5.5, 301, 986
174.5, 302, 302
25, 302, 578
15, 302, 1402
23.5, 302, 1626
11.5, 303, 166
122, 304, 304
22.5, 305, 0
17, 305, 464
125.5, 306, 306
16.5, 306, 1152
23, 307, 58
171, 308, 308
24, 308, 1906
15.5, 308, 1966
16, 309, 156
6, 309, 170
160.5, 310, 310
8.5, 310, 1128
14, 311, 374
21, 311, 1622
116, 312, 312
6, 313, 608
5, 313, 798
14, 313, 1630
111.5, 314, 314
7.5, 315, 1176
137, 316, 316
18.5, 317, 372
16, 317, 1978
154, 318, 318
15, 318, 1312
19.5, 318, 1660
2.5, 319, 56
10, 319, 134
117.5, 320, 320
12, 320, 1316
5, 320, 1976
19.5, 321, 310
121, 322, 322
6.5, 323, 124
2, 323, 876
5.5, 323, 1514
111, 324, 324
10.5, 324, 516
24, 325, 2006
139.5, 326, 326
4, 326, 468
129, 328, 328
18, 328, 380
3, 329, 20
19.5, 329, 1026
135.5, 330, 330
25, 330, 454
10, 330, 1174
12, 331, 1890
113.5, 332, 332
20, 333, 1406
10.5, 333, 1548
134.5, 334, 334
21, 334, 830
13, 334, 878
25, 335, 128
128.5, 336, 336
24, 336, 1270
16.5, 337, 64
5, 337, 732
116.5, 338, 338
16.5, 340, 272
130.5, 340, 340
23.5, 341, 390
16.5, 342, 26
8.5, 342, 288
149, 342, 342
25.5, 343, 908
106.5, 344, 344
6, 344, 838
12.5, 345, 1604
117, 346, 346
10, 346, 380
6.5, 346, 1152
113, 348, 348
2, 349, 526
12, 349, 1018
114.5, 350, 350
10, 351, 1560
137.5, 352, 352
20.5, 352, 958
4.5, 353, 154
9, 353, 1244
114.5, 354, 354
132, 356, 356
20.5, 357, 942
3, 358, 130
124.5, 358, 358
10.5, 358, 1302
22.5, 359, 1894
147, 360, 360
24, 360, 1648
22.5, 360, 1830
116, 362, 362
21, 363, 186
109, 364, 364
8.5, 364, 604
5, 365, 750
128.5, 366, 366
6.5, 367, 8
10.5, 367, 208
153, 368, 368
7.5, 368, 970
17, 370, 56
6.5, 370, 160
134.5, 370, 370
16, 371, 450
13.5, 372, 234
185.5, 372, 372
23.5, 372, 408
23.5, 372, 1174
3, 373, 674
138, 374, 374
24, 374, 676
9, 374, 1960
22.5, 375, 234
4, 375, 1190
119, 376, 376
25.5, 377, 634
10.5, 377, 1780
127, 378, 378
7.5, 378, 1228
4, 378, 1568
4.5, 379, 1874
124, 380, 380
12, 380, 432
14, 381, 616
11.5, 381, 1670
7.5, 382, 174
110, 382, 382
11.5, 383, 564
126.5, 384, 384
15.5, 384, 1696
140, 386, 386
7, 386, 588
9.5, 386, 1870
4.5, 387, 154
13, 387, 1874
4.5, 388, 88
122.5, 388, 388
134.5, 390, 390
18.5, 390, 1096
4, 391, 1042
25.5, 392, 248
164.5, 392, 392
2, 392, 516
23.5, 392, 838
13, 392, 1692
5.5, 393, 534
111.5, 394, 394
16.5, 395, 594
169.5, 396, 396
14.5, 396, 824
9.5, 396, 1080
12.5, 397, 236
16.5, 397, 1754
129, 398, 398
23, 398, 1144
5.5, 398, 1274
8.5, 399, 116
6.5, 399, 332
2, 400, 326
112, 400, 400
25.5, 401, 2006
135, 402, 402
3.5, 402, 580
9, 403, 1172
10.5, 403, 1488
147.5, 404, 404
24, 404, 742
11.5, 405, 592
12, 405, 856
21, 405, 1916
140, 406, 406
4.5, 406, 660
18.5, 406, 1114
6.5, 406, 1576
23.5, 407, 672
10.5, 407, 1790
116, 408, 408
1, 408, 1240
11, 408, 1542
14.5, 409, 500
6, 409, 1496
159.5, 410, 410
4, 410, 1024
20, 410, 1280
18.5, 411, 910
15, 411, 1854
111, 412, 412
10.5, 412, 600
15, 413, 1492
22, 413, 1802
149, 414, 414
9.5, 415, 772
3.5, 415, 886
24.5, 415, 1768
4.5, 416, 276
124, 416, 416
8, 416, 1894
23, 417, 900
112.5, 418, 418
3, 419, 762
120.5, 420, 420
16, 420, 436
8.5, 421, 448
6, 421, 1150
6.5, 422, 328
135.5, 422, 422
6.5, 422, 634
9.5, 422, 728
5.5, 423, 1900
129, 424, 424
25, 424, 1988
19, 425, 650
20.5, 425, 1602
9, 425, 1612
21.5, 426, 376
162, 426, 426
24.5, 426, 892
13.5, 427, 1732
128, 428, 428
126.5, 430, 430
18.5, 431, 1240
112, 432, 432
24.5, 433, 1152
176, 434, 434
19.5, 435, 30
108, 436, 436
7.5, 436, 1852
14.5, 437, 1774
12.5, 437, 1860
139.5, 438, 438
6, 438, 664
10.5, 439, 1770
16, 440, 348
133.5, 440, 440
3, 441, 406
105.5, 442, 442
5, 442, 1258
120, 444, 444
19.5, 444, 1950
18.5, 445, 84
4.5, 445, 1994
127, 446, 446
19, 447, 822
103.5, 448, 448
3, 448, 1506
5.5, 449, 1968
119, 450, 450
6, 450, 1632
2.5, 451, 326
10.5, 451, 1688
131, 452, 452
23.5, 452, 1860
13, 453, 1400
22, 453, 1446
142.5, 454, 454
12, 454, 1154
11.5, 455, 956
155, 456, 456
22, 456, 546
148, 458, 458
15.5, 458, 596
13.5, 458, 1458
8.5, 459, 578
9.5, 459, 1148
137, 460, 460
9, 461, 348
1, 462, 54
21.5, 462, 198
7.5, 462, 294
133.5, 462, 462
5, 463, 1904
102, 464, 464
12, 465, 424
114.5, 466, 466
22.5, 467, 1174
155, 468, 468
15.5, 468, 1414
14.5, 468, 1440
8.5, 469, 230
151.5, 470, 470
15, 470, 888
22.5, 470, 1644
5, 471, 1438
157, 472, 472
5, 473, 1566
104.5, 474, 474
4, 474, 1946
17, 475, 680
25, 475, 722
148.5, 476, 476
8, 476, 846
20, 476, 852
20, 477, 356
22.5, 477, 846
10.5, 477, 862
120.5, 478, 478
2.5, 478, 786
17.5, 478, 1156
15.5, 480, 366
135, 480, 480
19, 480, 678
23.5, 481, 1828
147.5, 482, 482
17.5, 482, 1440
8, 482, 1646
10.5, 483, 884
15.5, 483, 1328
2, 483, 1332
1, 483, 1850
169, 484, 484
23, 484, 830
25.5, 484, 1038
4, 485, 700
11.5, 486, 334
124.5, 486, 486
106, 488, 488
25, 489, 296
18.5, 489, 676
143.5, 490, 490
3.5, 490, 1012
2, 491, 1840
19, 492, 76
172.5, 492, 492
23, 492, 1902
18.5, 493, 738
20.5, 493, 1084
118, 494, 494
10, 494, 682
18, 495, 902
21, 495, 1096
148, 496, 496
17, 496, 1162
12.5, 496, 1648
10, 497, 1718
15, 498, 334
167.5, 498, 498
15.5, 499, 682
124.5, 500, 500
24, 500, 922
14, 501, 636
22.5, 501, 894
6, 501, 908
111, 502, 502
10.5, 502, 586
16.5, 503, 32
20.5, 504, 256
139, 504, 504
156.5, 506, 506
23.5, 506, 1430
117, 508, 508
14, 508, 1114
2.5, 508, 1678
25, 509, 1088
21, 509, 1218
168.5, 510, 510
18, 510, 1412
10, 511, 356
4, 511, 1538
20.5, 512, 150
171.5, 512, 512
25.5, 512, 802
3, 512, 840
14, 514, 392
141.5, 514, 514
7.5, 514, 1474
17.5, 515, 274
21.5, 516, 280
153, 516, 516
6, 516, 1390
12, 517, 322
112.5, 518, 518
8.5, 519, 1654
18, 520, 466
142.5, 520, 520
4, 521, 168
122, 522, 522
21.5, 522, 1050
133, 524, 524
120, 526, 526
8, 527, 1274
4.5, 528, 456
151, 528, 528
10.5, 528, 1140
3, 529, 436
23.5, 529, 1832
104, 530, 530
18, 531, 294
124.5, 532, 532
4, 532, 1292
9, 532, 1632
1, 533, 920
17, 533, 1106
120.5, 534, 534
6, 534, 538
22.5, 535, 234
8, 535, 1368
155.5, 536, 536
20, 536, 1036
114.5, 538, 538
14, 538, 1474
4, 539, 792
13, 539, 1874
147.5, 540, 540
12.5, 540, 790
20, 541, 364
8.5, 541, 1042
12, 542, 180
22, 542, 392
151, 542, 542
8.5, 543, 120
23.5, 543, 1986
109.5, 544, 544
9.5, 545, 154
103, 546, 546
135.5, 548, 548
25, 549, 614
181.5, 550, 550
24.5, 550, 760
25, 550, 1526
22.5, 551, 1082
8, 551, 1558
2.5, 551, 1594
158, 552, 552
21, 552, 1928
124.5, 554, 554
16, 555, 1240
120.5, 556, 556
7, 557, 418
9.5, 557, 668
120.5, 558, 558
20, 558, 586
19.5, 559, 926
118.5, 560, 560
18, 560, 1280
8, 561, 810
1, 561, 1842
164.5, 562, 562
24, 562, 986
10, 562, 1054
24.5, 562, 2008
1.5, 563, 84
25.5, 563, 1106
123.5, 564, 564
9.5, 564, 1884
10.5, 565, 214
124, 566, 566
155, 568, 568
23.5, 568, 692
13.5, 568, 1894
146, 570, 570
9, 570, 1046
23.5, 571, 1894
5.5, 572, 184
106, 572, 572
169.5, 574, 574
1, 574, 918
9.5, 575, 1574
1, 575, 1630
120, 576, 576
3.5, 576, 1730
162, 578, 578
20.5, 578, 866
20, 578, 938
12, 579, 1016
175, 580, 580
18, 580, 892
13.5, 581, 334
124.5, 582, 582
110, 584, 584
111, 586, 586
10.5, 586, 1692
12.5, 588, 142
113, 588, 588
6, 590, 494
127.5, 590, 590
8, 591, 418
3.5, 591, 1220
162.5, 592, 592
23, 592, 1282
24.5, 592, 1994
4, 593, 1436
15.5, 594, 350
172, 594, 594
22.5, 594, 1458
18.5, 595, 1344
116.5, 596, 596
137, 598, 598
17, 598, 1044
156, 600, 600
13.5, 600, 1288
22, 600, 1740
13, 602, 370
115, 602, 602
22, 603, 1026
127, 604, 604
8.5, 605, 1530
139.5, 606, 606
1.5, 607, 940
19, 607, 1894
123, 608, 608
22.5, 608, 1318
9.5, 609, 232
21.5, 610, 470
138, 610, 610
4, 610, 1944
22, 611, 1554
120.5, 612, 612
12, 614, 206
23, 614, 324
150.5, 614, 614
15, 614, 764
25, 615, 810
15, 615, 1740
174.5, 616, 616
21.5, 616, 820
5.5, 616, 894
22.5, 616, 1700
7, 617, 54
172, 618, 618
14, 618, 806
25.5, 618, 1538
15, 618, 1648
24, 620, 362
124.5, 620, 620
18.5, 621, 742
138.5, 622, 622
1, 622, 1620
21.5, 623, 786
19.5, 623, 1800
3, 624, 90
14.5, 624, 198
126.5, 624, 624
142.5, 626, 626
5.5, 626, 1022
14.5, 626, 1452
5, 626, 1990
19.5, 627, 636
147, 628, 628
3, 629, 754
4, 629, 1358
162.5, 630, 630
15, 631, 768
14, 631, 1318
161.5, 632, 632
12.5, 632, 782
20.5, 633, 1174
2, 633, 1746
123.5, 634, 634
24.5, 635, 364
7.5, 635, 1424
14.5, 636, 26
149, 636, 636
11.5, 636, 1442
112, 638, 638
11.5, 638, 1688
114, 640, 640
4, 641, 778
132, 642, 642
21, 642, 1816
3, 643, 86
155.5, 644, 644
14, 644, 1018
7, 646, 524
131.5, 646, 646
15.5, 648, 380
145.5, 648, 648
20.5, 649, 1976
111, 650, 650
3, 650, 660
13, 651, 172
6.5, 651, 776
10, 651, 1192
130, 652, 652
1.5, 653, 222
18.5, 653, 1358
15.5, 654, 368
7.5, 654, 376
161.5, 654, 654
22, 654, 2000
10.5, 655, 1960
138, 656, 656
4, 657, 1442
123, 658, 658
22.5, 658, 1510
2, 659, 1722
120, 660, 660
16.5, 660, 1216
4, 662, 154
125, 662, 662
20.5, 662, 1268
6.5, 663, 590
12, 663, 1116
133.5, 664, 664
5.5, 664, 1788
142.5, 666, 666
5.5, 666, 820
14, 666, 1086
9, 667, 1276
129.5, 668, 668
4, 668, 678
19, 668, 1434
17, 669, 236
1.5, 670, 64
138, 670, 670
7.5, 670, 810
6, 672, 392
131, 672, 672
1.5, 672, 1540
105, 674, 674
23, 675, 740
17.5, 675, 1960
105.5, 676, 676
5, 676, 1542
6, 677, 1836
167, 678, 678
1, 678, 1442
21, 679, 916
155, 680, 680
18.5, 681, 406
22, 681, 1938
19, 682, 404
1, 682, 412
145.5, 682, 682
15.5, 682, 1484
101.5, 684, 684
1, 684, 1108
12.5, 685, 738
9.5, 685, 1704
105.5, 686, 686
9, 687, 1652
24.5, 688, 366
148.5, 688, 688
13.5, 688, 1134
125.5, 690, 690
113, 692, 692
4, 692, 1850
13.5, 693, 204
134.5, 694, 694
10, 694, 1794
25.5, 695, 1470
117, 696, 696
122.5, 698, 698
22, 698, 1332
24.5, 700, 0
153.5, 700, 700
24, 700, 1722
17.5, 702, 54
121, 702, 702
133, 704, 704
21.5, 704, 2016
4, 705, 146
10.5, 705, 938
14, 705, 1910
16, 705, 2010
146.5, 706, 706
9.5, 707, 1714
19, 708, 100
161.5, 708, 708
24, 708, 1280
2, 709, 906
17, 709, 952
24.5, 710, 318
11.5, 710, 332
160.5, 710, 710
9.5, 711, 1458
147.5, 712, 712
19, 713, 1220
20, 713, 1696
147.5, 714, 714
23.5, 715, 1138
9, 716, 218
109.5, 716, 716
10.5, 717, 288
9, 717, 984
9.5, 718, 320
135.5, 718, 718
24, 719, 46
11, 719, 264
19, 719, 1814
11, 720, 406
170, 720, 720
21.5, 720, 920
16, 720, 1060
21, 720, 1832
23.5, 721, 154
14.5, 722, 100
25, 722, 230
145, 722, 722
5, 722, 1516
16, 723, 1154
105, 724, 724
25.5, 725, 1106
134.5, 726, 726
108.5, 728, 728
8, 728, 1626
8, 729, 216
181.5, 730, 730
23, 730, 862
22.5, 730, 1142
25.5, 731, 1002
18.5, 731, 1298
25.5, 732, 94
151, 732, 732
12.5, 732, 932
12.5, 732, 1792
15.5, 733, 1306
108.5, 734, 734
18, 735, 1354
108, 736, 736
24, 737, 512
6.5, 737, 974
111, 738, 738
10.5, 738, 1548
13.5, 739, 682
122.5, 740, 740
6.5, 740, 1030
7.5, 740, 1308
4, 740, 1454
4, 740, 1950
11, 741, 1740
116, 742, 742
15.5, 742, 1128
24, 743, 542
5.5, 743, 746
108.5, 744, 744
17.5, 745, 1338
173.5, 746, 746
16.5, 747, 762
2, 747, 1514
164.5, 748, 748
4, 748, 1674
25, 750, 636
139.5, 750, 750
14, 750, 1842
4.5, 751, 1964
141, 752, 752
13, 752, 1856
14.5, 752, 1936
19, 753, 782
4.5, 753, 1160
21, 753, 1816
111.5, 754, 754
6, 756, 458
106.5, 756, 756
11, 758, 410
128.5, 758, 758
6.5, 758, 774
10.5, 758, 1410
16, 760, 748
116.5, 760, 760
125.5, 762, 762
8, 763, 1048
24, 763, 1632
23, 763, 1856
19, 764, 332
136.5, 764, 764
6, 764, 1362
3, 765, 798
13.5, 765, 1410
3.5, 766, 566
165.5, 766, 766
23.5, 766, 1332
5, 767, 870
172, 768, 768
22.5, 768, 1638
130, 770, 770
22, 770, 1706
1, 772, 50
15.5, 772, 544
117, 772, 772
3, 773, 862
19, 773, 1380
118, 774, 774
14, 774, 922
22, 775, 504
7, 775, 970
124, 776, 776
20.5, 777, 1220
144.5, 778, 778
5, 779, 1122
134.5, 780, 780
21.5, 780, 952
8, 780, 1414
22, 781, 54
162.5, 782, 782
18, 782, 1002
16, 783, 882
123.5, 784, 784
9, 785, 92
8, 785, 1534
138, 786, 786
17, 786, 1166
25.5, 787, 500
3, 788, 358
19, 788, 704
122.5, 788, 788
23.5, 789, 1278
128, 790, 790
12.5, 791, 104
17.5, 791, 874
10.5, 792, 10
151, 792, 792
21, 792, 1336
7, 792, 1608
13.5, 793, 1802
4.5, 794, 194
17.5, 794, 416
146.5, 794, 794
10, 794, 1330
113, 796, 796
12.5, 796, 1070
181.5, 798, 798
11.5, 798, 1054
25, 798, 1290
6.5, 799, 1032
11.5, 799, 1538
10, 800, 338
139.5, 800, 800
9.5, 800, 1208
5.5, 800, 2002
7.5, 801, 2
20.5, 801, 1460
13, 802, 724
150, 802, 802
3, 803, 1894
166.5, 804, 804
21.5, 804, 1212
14, 806, 668
141, 806, 806
19.5, 806, 1500
3, 807, 0
147, 808, 808
6, 808, 1184
14.5, 808, 1676
10, 808, 1958
117, 810, 810
24.5, 811, 2018
9, 812, 68
109.5, 812, 812
7.5, 813, 648
3.5, 814, 174
120, 814, 814
4, 816, 98
153, 816, 816
3.5, 817, 1024
20, 818, 44
137.5, 818, 818
4, 818, 1318
13, 818, 1656
19.5, 819, 1318
125, 820, 820
103.5, 822, 822
16, 823, 1270
10, 823, 1968
11.5, 824, 102
112, 824, 824
14, 825, 2016
14, 826, 198
126, 826, 826
25.5, 827, 828
17.5, 827, 1160
20.5, 827, 1336
21, 828, 310
4, 828, 438
17.5, 828, 590
151.5, 828, 828
25, 829, 16
10, 829, 1348
1.5, 830, 354
127, 830, 830
20, 830, 842
5, 830, 1414
7, 831, 1416
9.5, 832, 300
110, 832, 832
128, 834, 834
7.5, 835, 542
123.5, 836, 836
23, 836, 1338
16.5, 837, 1902
102.5, 838, 838
2, 838, 1826
4, 839, 744
21.5, 839, 1846
14, 840, 686
144.5, 840, 840
22.5, 840, 1390
159.5, 842, 842
22, 842, 1348
20, 843, 1486
9, 843, 1778
117, 844, 844
16.5, 844, 1164
15.5, 845, 992
15, 845, 1030
8, 845, 1628
16.5, 846, 376
120.5, 846, 846
19, 847, 608
116.5, 848, 848
5.5, 849, 344
21.5, 849, 1778
24.5, 850, 672
154, 850, 850
25, 851, 84
10, 851, 1458
18, 852, 484
24.5, 852, 698
169.5, 852, 852
9, 852, 1296
13, 853, 286
22.5, 853, 726
6, 853, 1338
125.5, 854, 854
